"","symbol","concept","contexts","types","label"
6660,"tiger","bloodthirstiness","generalOrUnknown","Simulation","bloodthirstiness"
6661,"tiger","brutality","generalOrUnknown","Simulation","brutality"
6662,"tiger","dangerousIfAroused","heraldic","Simulation","dangerous if aroused"
6663,"tiger","fierceness","chinese @ heraldic","Simulation","fierceness"
6664,"tiger","oneOfTheThreeSenselessCreaturesOfChineseBuddhism","buddhist","Simulation","one of the Three Senseless Creatures of Chinese Buddhism"
6665,"tiger","resentment","heraldic","Simulation","resentment"
6666,"tiger","savagery","generalOrUnknown","Simulation","savagery"
6667,"tiger","wrath","generalOrUnknown","Simulation","wrath"
6668,"threshold","separation","generalOrUnknown","Simulation","separation"
6669,"threshold","transcendence","generalOrUnknown","Simulation","transcendence"
6670,"sunday","heliosSol","generalOrUnknown","AssociationSimulation","Helios/Sol"
6671,"sunday","leo","generalOrUnknown","AssociationSimulation","Leo"
6672,"sunday","theArchangelMichael","generalOrUnknown","AssociationSimulation","the archangel Michael"
6673,"sunday","theSun","generalOrUnknown","AssociationSimulation","the sun"
6674,"wolf","aFalseProphet","generalOrUnknown","Simulation","a false prophet"
6675,"wolf","aMan50To60YearsOfAge","generalOrUnknown","Simulation","a man 50 to 60 years of age"
6676,"wolf","belen","norse","AttributeSimulation","Belen"
6677,"wolf","bringerOfVictory","norse","Simulation","bringer of victory"
6678,"wolf","cautionInAttack","heraldic","Simulation","caution in attack"
6679,"wildTurkey","alabama","generalOrUnknown","Simulation","Alabama"
6680,"willibrord","luxembourg","generalOrUnknown","Simulation","Luxembourg"
6681,"windlass","compulsion","generalOrUnknown","Simulation","compulsion"
6682,"wolf","aThief","generalOrUnknown","Simulation","a thief"
6683,"wolf","despoilerOfTheFlock","christian","Simulation","despoiler of the flock"
6684,"wolf","devourerOfTheSunAtNight","celtic","Simulation","devourer of the sun at night"
6685,"wolf","formAssumedByAWerewolf","witchcraft","Simulation","form assumed by a werewolf"
6686,"wolf","godsOfTheDead","generalOrUnknown","AttributeSimulation","gods of the dead"
6687,"wolf","khentiAmentiu","egyptian","AttributeSimulation","Khenti-Amentiu"
6688,"wolf","martialCunning","heraldic","Simulation","martial cunning"
6689,"wolf","masher","generalOrUnknown","Simulation","masher"
6690,"wolf","rapine","generalOrUnknown","Simulation","rapine"
6691,"wolf","rewardForPerseveranceInLongSiegesOrWorks","heraldic","Simulation","reward for perseverance in long sieges or works"
6692,"wolf","rulerOfTheKingdomOfTheDead","algonquin","Simulation","ruler of the kingdom of the dead"
6693,"wolf","sacredToAresMarsApolloSilvanus","grecoRoman","Simulation","sacred to Ares/Mars, Apollo, Silvanus"
6694,"wolf","steedOfOdin","norse","Simulation","steed of Odin"
6695,"wolf","steedOfWarlocks","spanish","Simulation","steed of warlocks"
6696,"wolf","steedOfWarlocksWitches","witchcraft","Simulation","steed of warlocks, witches"
6697,"wolf","stMaurus","christian","AttributeSimulation","St. Maurus"
6698,"wolf","theLesserInstinctsTakingControlOfMoreHumanInstinctsButWithThePossibilityOfImprovement","generalOrUnknown","Simulation","the lesser instincts taking control of more human instincts but with the possibility of improvement"
6699,"wolf","thePrincipleOfEvil","generalOrUnknown","Simulation","the principle of evil"
6700,"wolf","untamedEnergies","generalOrUnknown","Simulation","untamed energies"
6701,"wolf","upuaut","egyptian","AttributeSimulation","Upuaut"
6702,"wolf","antimony","alchemic","Simulation","antimony"
6703,"wolf","bloodthirstiness","jewish","Simulation","bloodthirstiness"
6704,"wolf","conductorOfSoulsOfTheDead","grecoRoman","Simulation","conductor of souls of the dead"
6705,"wolf","falseDoctrine","generalOrUnknown","Simulation","false doctrine"
6706,"wolf","fierceness","grecoRoman","Simulation","fierceness"
6707,"whale","avarice","generalOrUnknown","Simulation","avarice"
6708,"whale","cunning","generalOrUnknown","Simulation","cunning"
6709,"whale","deceit","generalOrUnknown","Simulation","deceit"
6710,"whale","jonah","jewish","AttributeSimulation","Jonah"
6711,"whale","lust","generalOrUnknown","Simulation","lust"
6712,"whale","mysticCenter","generalOrUnknown","Simulation","mystic center"
6713,"whale","regeneration","generalOrUnknown","Simulation","regeneration"
6714,"whale","theArchangelZadkiel","generalOrUnknown","AssociationSimulation","the archangel Zadkiel"
6715,"serpent","wisdom","generalOrUnknown @ grecoRoman @ heraldic @ northAmericanIndian","Simulation","wisdom"
6716,"sheep","baal","canaanite","Simulation","Baal"
6717,"sheep","charity","generalOrUnknown","Simulation","charity"
6718,"sheep","clouds","generalOrUnknown","Simulation","clouds"
6719,"sheep","eve","jewish","AttributeSimulation","Eve"
6720,"sheep","gentleness","generalOrUnknown","Simulation","gentleness"
6721,"serpent","benzaiten","japanese","AttributeSimulation","Benzaiten"
6722,"plum","aValuableObjectOrSituation","generalOrUnknown","Simulation","a valuable object or situation"
6723,"police","regulation","generalOrUnknown","Simulation","regulation"
6724,"police","theCensoriousSuperEgoInhibitingForcesOfThePreConscious","generalOrUnknown","Simulation","the censorious super-ego inhibiting forces of the pre-conscious"
6725,"popocatPetlAndIztaccíhuatl","mexico","generalOrUnknown","Simulation","Mexico"
6726,"police","theConscience","generalOrUnknown","Simulation","the conscience"
6727,"plum","fidelity","christian","Simulation","fidelity"
6728,"plum","independence","christian","Simulation","independence"
6729,"plum","prize","generalOrUnknown","Simulation","prize"
6730,"stairs","worldAxisEspeciallyWhenSurmountedByACrossFleurDelisStarOrAngel","generalOrUnknown","Simulation","World Axis (especially when surmounted by a cross, fleur-delis, star, or angel)"
6731,"standing","respect","generalOrUnknown","Simulation","respect"
6732,"state","epsilonSigmaAlpha","heraldic","Simulation","Epsilon Sigma Alpha"
6733,"stairs","spiritualAscension","generalOrUnknown","Simulation","spiritual ascension"
6734,"stairs","aspiration","generalOrUnknown","Simulation","aspiration"
6735,"stairs","theSevenHeavens","buddhist","Simulation","the seven heavens"
6736,"stairs","transcendence","generalOrUnknown","Simulation","transcendence"
6737,"swan","layerOfTheCosmicEggFromWhichBrahmaSprang","hindu","Simulation","layer of the Cosmic Egg from which Brahma sprang"
6738,"swan","ludger","christian","AttributeSimulation","Ludger"
6739,"swan","occasionallyErato","grecoRoman","AttributeSimulation","occasionally Erato"
6740,"swan","ssCuthbert","christian","AttributeSimulation","SS Cuthbert"
6741,"swan","theHypocrite","generalOrUnknown","Simulation","the hypocrite"
6742,"swan","virginityInGeneralUsuallyAWhiteSwan","generalOrUnknown","EmblematicSimulation","virginity in general (usually a white swan)"
6743,"swastika","movementAccordingToTheLaw","chinese","Simulation","movement according to the law"
6744,"swastika","oneOfTheEightAuspiciousSigns","buddhist","Simulation","one of the Eight Auspicious Signs"
6745,"swastika","resignationTheSeventhTirthankara","gnostic","Simulation","resignation, the Seventh Tirthankara"
6746,"swastika","suparshvanatha","jain","Simulation","Suparshvanatha"
6747,"swastika","theDivineForceTheCreatorTheFourGradesOfExistence","jainism","Simulation","the divine force, the Creator, the four grades of existence"
6748,"swastika","theEsotericDoctrineOfBuddha","buddhist","Simulation","the esoteric doctrine of Buddha"
6749,"swastika","theFourCardinalDirectionsControlOfTheSeasonsByAngels","islamic","Simulation","the four cardinal directions, control of the seasons by angels"
6750,"swastika","theHammerOfThor","norse","Simulation","the hammer of Thor"
6751,"swastika","theHeartOfBuddha","japanese","Simulation","the heart of Buddha"
6752,"swastika","theNaziParty","generalOrUnknown","EmblematicSimulation","the Nazi Party"
6753,"swastika","theSacredFireOfHeaven","hindu","Simulation","the sacred fire of heaven"
6754,"swastika","theSealOfBuddhaSHeart","buddhist","Simulation","the seal of Buddha’s heart"
6755,"swastika","theSuccessionOfGenerations","generalOrUnknown","Simulation","the succession of generations"
6756,"swastika","theThirdReich","generalOrUnknown","EmblematicSimulation","the Third Reich"
6757,"swan","amorousness","grecoRoman","Simulation","amorousness"
6758,"swan","hugh","christian","AttributeSimulation","Hugh"
6759,"swan","turanMythology","etruscan","Simulation","Turan (mythology)"
6760,"swastika","dyaus","hindu","Simulation","Dyaus"
6761,"swastika","rotation","generalOrUnknown","Simulation","rotation"
6762,"swastika","surya","hindu","AssociationSimulation","Surya"
6763,"swastika","goodWishes","japanese","Simulation","good wishes"
6764,"swastika","revival","generalOrUnknown","Simulation","revival"
6765,"swan","androgyny","generalOrUnknown","Simulation","androgyny"
6766,"swan","aphrodite","greek","Simulation","Aphrodite"
6767,"swan","aphroditeVenus","grecoRoman","AttributeSimulation","Aphrodite/Venus"
6768,"swan","apollo","grecoRoman @ greek","AttributeSimulation @ Simulation","Apollo"
6769,"swan","beauty","generalOrUnknown","Simulation","beauty"
6770,"swan","benevolence","celtic","Simulation","benevolence"
6771,"swan","brahma","hindu","EmblematicSimulation","Brahma"
6772,"swan","christ","christian","Simulation","Christ"
6773,"swan","clio","grecoRoman","AttributeSimulation","Clio"
6774,"swan","dignity","generalOrUnknown","Simulation","dignity"
6775,"swan","eternity","generalOrUnknown","Simulation","eternity"
6776,"swan","grace","generalOrUnknown","Simulation","grace"
6777,"swan","haughtiness","generalOrUnknown","Simulation","haughtiness"
6778,"swan","jealousy","generalOrUnknown","Simulation","jealousy"
6779,"swan","love","celtic","Simulation","love"
6780,"swan","mercurius","alchemic","Simulation","Mercurius"
6781,"swan","mortality","generalOrUnknown","Simulation","mortality"
6782,"swan","music","generalOrUnknown","Simulation","music"
6783,"swan","mysticCenter","generalOrUnknown","Simulation","mystic center"
6784,"swan","nobility","generalOrUnknown","Simulation","nobility"
6785,"swan","peace","generalOrUnknown","Simulation","peace"
6786,"swan","poetry","generalOrUnknown @ grecoRoman","Simulation","poetry"
6787,"swan","purity","celtic @ generalOrUnknown","Simulation","purity"
6788,"swan","resurrection","generalOrUnknown","Simulation","resurrection"
6789,"swan","returnToTheWomb","generalOrUnknown","Simulation","return to the womb"
6790,"swan","serenity","generalOrUnknown","Simulation","serenity"
6791,"swan","solitude","generalOrUnknown","Simulation","solitude"
6792,"swan","theSoul","generalOrUnknown","Simulation","the soul"
6793,"swan","theUnionOfOpposites","alchemic @ generalOrUnknown","Simulation","the union of opposites"
6794,"whale","theDevil","christian","Simulation","the devil"
6795,"whale","theGrave","generalOrUnknown","Simulation","the grave"
6796,"whale","theWorld","generalOrUnknown","Simulation","the world"
6797,"swan","time","generalOrUnknown","Simulation","time"
6798,"swan","tranquility","generalOrUnknown","Simulation","tranquility"
6799,"swan","transience","generalOrUnknown","Simulation","transience"
6800,"swan","wisdom","generalOrUnknown","Simulation","wisdom"
6801,"swastika","agni","hindu","Simulation","Agni"
6802,"swastika","agriculture","generalOrUnknown","Simulation","agriculture"
6803,"swastika","artemisDiana","grecoRoman","AttributeSimulation","Artemis/Diana"
6804,"swastika","brahma","hindu","AssociationSimulation","Brahma"
6805,"swastika","bridget","celtic","AssociationSimulation","Bridget"
6806,"swastika","demeterCeres","grecoRoman","AttributeSimulation","Demeter/Ceres"
6807,"swastika","felicity","generalOrUnknown","Simulation","felicity"
6808,"swastika","fertility","northAmericanIndian","Simulation","fertility"
6809,"swastika","ganesha","hindu","AssociationSimulation","Ganesha"
6810,"swastika","happiness","hindu","Simulation","happiness"
6811,"swastika","heliosSol","grecoRoman","AttributeSimulation","Helios/Sol"
6812,"swastika","heraJuno","grecoRoman","AttributeSimulation","Hera/Juno"
6813,"swastika","indianReligions","generalOrUnknown","Simulation","Indian religions"
6814,"swastika","life","hindu @ japanese","Simulation","life"
6815,"swastika","longevity","chinese","Simulation","longevity"
6816,"swastika","lucky","celtic @ chinese @ generalOrUnknown @ hindu @ japanese @ norse @ northAmericanIndian","Simulation","lucky"
6817,"swastika","movement","hindu","Simulation","movement"
6818,"swastika","mysticCenter","generalOrUnknown","Simulation","mystic center"
6819,"swastika","naziGermany","generalOrUnknown","Simulation","Nazi Germany"
6820,"swastika","perfection","chinese","Simulation","perfection"
6821,"swastika","prosperity","generalOrUnknown @ northAmericanIndian","Simulation","prosperity"
6822,"swastika","rain","northAmericanIndian","Simulation","rain"
6823,"swastika","shiva","hindu","AssociationSimulation","Shiva"
6824,"swastika","speed","generalOrUnknown","Simulation","speed"
6825,"swastika","theCross","manichean","Simulation","the cross"
6826,"swastika","theFootprintOfBuddha","buddhist","AttributeSimulation","the footprint of Buddha"
6827,"swastika","theFourWinds","northAmericanIndian","Simulation","the four winds"
6828,"swastika","theRoundOfExistence","buddhist","Simulation","the Round of Existence"
6829,"swastika","theSun","generalOrUnknown","Simulation","the sun"
6830,"swastika","thunderAndLightning","norse","Simulation","thunder and lightning"
6831,"swastika","thunderGods","celtic","AttributeSimulation","thunder gods"
6832,"swastika","vishnu","hindu","AssociationSimulation","Vishnu"
6833,"swastika","zeusJupiter","grecoRoman","AttributeSimulation","Zeus/Jupiter"
6834,"swastika","eternity","japanese","Simulation","eternity"
6835,"scroll","prophecy","generalOrUnknown","Simulation","prophecy"
6836,"scroll","scholarship","chinese @ heraldic","Simulation","scholarship"
6837,"scroll","stJamesTheGreat","christian","AttributeSimulation","St. James the Great"
6838,"scroll","thalia","grecoRoman","AttributeSimulation","Thalia"
6839,"scroll","theApostles","christian","AttributeSimulation","the Apostles"
6840,"scroll","theArchangelUriel","jewish","AttributeSimulation","the archangel Uriel"
6841,"scroll","theLaw","jewish","Simulation","the law"
6842,"scroll","wisdom","generalOrUnknown","Simulation","wisdom"
6843,"ursaMajor","delaware","generalOrUnknown","Simulation","Delaware"
